nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0010050,David Ackert,\N,\N,"actor,producer,writer","tt0446241,tt0112022,tt0383760,tt0056758"
nm0786806,Cara Seymour,1964,\N,"actress,soundtrack","tt0128853,tt0395169,tt0144084,tt0268126"
nm0001614,Lori Petty,1963,\N,"actress,writer,producer","tt0102685,tt0114614,tt0104694,tt0106965"
nm0564548,James McCaffrey,1958,2023,"actor,producer,miscellaneous","tt0291337,tt0117979,tt0366758,tt1407064"
nm0108362,Kevin Breznahan,1968,\N,"actor,miscellaneous","tt1399683,tt0106246,tt0829482,tt0469494"
nm2477527,Ayça Damgaci,1973,\N,"actress,soundtrack,director","tt7923832,tt0920460,tt2388819,tt3315852"
nm2479857,Hama Ali Kahn,\N,\N,actor,tt0920460
nm1892960,Cengiz Bozkurt,1965,\N,"actor,soundtrack,casting_director","tt1397280,tt1808223,tt1831164,tt3698408"
nm1863960,Nesrin Cavadzade,1982,\N,"actress,soundtrack","tt1422835,tt10420532,tt2683694,tt2100684"
nm0511892,Thure Lindhardt,1974,\N,"actor,director,producer","tt2011953,tt0920458,tt0403360,tt0808151"
nm0586568,Mads Mikkelsen,1965,\N,"actor,miscellaneous,writer","tt2106476,tt2243973,tt10288566,tt1211837"
nm0826565,Stine Stengade,1972,\N,"actress,soundtrack","tt1731970,tt0920458,tt0285280,tt1135922"
nm0616910,Peter Mygind,1963,\N,"actor,writer,soundtrack","tt8623904,tt0108906,tt0332960,tt0920458"
nm1576916,Samuli Vauramo,1981,\N,actor,"tt1440728,tt0780645,tt4065552,tt1181795"
nm2273799,Pihla Viitala,1982,\N,"actress,director,writer","tt3735602,tt5716438,tt1428538,tt5024674"
nm0014247,Eero Aho,1968,\N,"actor,writer,soundtrack","tt4065552,tt0372359,tt0920461,tt2378177"
nm2459375,Eemeli Louhimies,\N,\N,"assistant_director,actor,art_department","tt4065552,tt7909878,tt11636880,tt12453124"
nm0371824,Chris Haywood,1948,\N,"actor,camera_department,production_manager","tt1588398,tt0119467,tt0110598,tt0102744"
nm0400998,Wendy Hughes,1952,2014,"actress,producer,writer","tt0268437,tt0079596,tt0106136,tt0085079"
nm0697960,Susan Prior,\N,\N,"actress,writer","tt0355336,tt1313092,tt2222848,tt2345737"
nm0245873,Russell Dykstra,\N,\N,actor,"tt0180181,tt0277941,tt0462023,tt1587000"
nm0000658,Meryl Streep,1949,\N,"actress,soundtrack,writer","tt0458352,tt0084707,tt0089755,tt1322269"
nm0000450,Philip Seymour Hoffman,1967,2014,"actor,producer,soundtrack","tt0472062,tt1560747,tt0292963,tt0379725"
nm0010736,Amy Adams,1974,\N,"actress,producer,soundtrack","tt2543164,tt0461770,tt0964517,tt1560747"
nm0205626,Viola Davis,1965,\N,"actress,producer,soundtrack","tt1454029,tt1386697,tt2671706,tt8093700"
nm2487022,Casey Anderson,\N,\N,"producer,camera_department,miscellaneous","tt1354663,tt11395418,tt5420886,tt0874425"
nm2488841,Randy Barrett,\N,\N,"actor,producer","tt0918629,tt2960846,tt1465504,tt1260695"
nm2529319,Brutus the Bear,\N,\N,actor,"tt1749605,tt4122604,tt0874425,tt0918629"
nm2487703,Dan Bertus,\N,\N,actor,"tt0918629,tt1260695"
nm0000809,Daniel Auteuil,1950,\N,"actor,director,writer","tt1473063,tt0091288,tt0243493,tt0387898"
nm0093740,Olivia Bonamy,1972,\N,actress,"tt0465203,tt0133991,tt0274117,tt0443955"
nm1365307,Catherine Marchal,\N,\N,actress,"tt1172230,tt0390808,tt10127684,tt0282515"
nm0719220,Francis Renaud,1967,\N,"actor,director,writer","tt0177081,tt0229561,tt0216499,tt12345592"
nm0000962,Carole Bouquet,1957,\N,"actress,director,soundtrack","tt0281364,tt0398664,tt0082398,tt0098520"
nm1460782,François Damiens,1973,\N,"actor,director,writer","tt8398768,tt1465487,tt3547740,tt1828995"
nm2486268,Emile Berling,1990,\N,actor,"tt0993789,tt0836700,tt2130125,tt7943036"
nm0618502,Pascal N'Zonzi,\N,\N,actor,"tt0082949,tt0102536,tt1740798,tt2800240"
nm0613284,Silvia Munt,1957,\N,"actress,writer,miscellaneous","tt21957904,tt0922568,tt0101290,tt0461180"
nm0555403,Laia Marull,1973,\N,actress,"tt0350193,tt4521400,tt1454523,tt0263363"
nm0534528,Ramon Madaula,1962,\N,"actor,writer,producer","tt0450542,tt2011533,tt2583690,tt0100761"
nm0308289,Francesc Garrido,\N,\N,actor,"tt1757742,tt0369702,tt4986098,tt4288534"
nm2611711,Tim Muenzner,\N,\N,actor,tt0922395
nm2615665,Jason Aupperle,\N,\N,"producer,director,actor","tt1648024,tt0922395,tt1651939"
nm2599753,Doug Boehm,\N,\N,actor,"tt0922395,tt1648024,tt1437322"
nm2615601,Scott Culver,\N,\N,actor,tt0922395
nm2616625,Jenn DiPasquale,\N,\N,actress,"tt0922395,tt1648024"
nm2599754,Erica Hood,\N,\N,actress,"tt4147212,tt0922395,tt3708444"
nm2616877,Shelley Imbs,\N,\N,actress,"tt0922395,tt1648024"
nm2611140,Sheryl Imbs,\N,\N,"actress,producer","tt2351804,tt0922395"
nm0000792,Tom Arnold,1959,\N,"actor,producer,writer","tt0111503,tt0242445,tt0117768,tt0119640"
nm1625209,Armando Acevedo,\N,\N,actor,"tt1315328,tt3072546,tt2968124,tt2227061"
nm0371043,Holland Hayes,\N,\N,actor,"tt1980209,tt8652728,tt7423322"
nm1320564,Karl Anthony,\N,\N,"actor,miscellaneous","tt1388391,tt0412808,tt0441774,tt0302598"
nm1049982,Óscar Jaenada,1975,\N,"actor,producer,script_department","tt1298650,tt0480255,tt2334871,tt3005242"
nm0180580,Jose Coronado,1957,\N,"actor,soundtrack","tt0124958,tt1937149,tt1661862,tt9742794"
nm1181488,Vanessa Incontrada,1978,\N,actress,"tt5720558,tt0922641,tt3651358,tt0387960"
nm0592027,Iñaki Miramón,1957,\N,actor,"tt0373692,tt0472642,tt0266079,tt0097831"
nm0664061,Ross Partridge,1968,\N,"actor,producer,director","tt4574334,tt4270492,tt6064882,tt3908598"
nm1587813,Steve Zissis,\N,\N,"actor,writer,producer","tt3061830,tt8155288,tt3228774,tt1588334"
nm1950086,Greta Gerwig,1983,\N,"actress,writer,director","tt2872462,tt1517268,tt2347569,tt4925292"
nm0612117,Elise Muller,\N,\N,"actress,producer","tt2790302,tt0923600,tt1138485,tt0496413"
nm0543547,Predrag 'Miki' Manojlovic,1950,\N,"actor,director,script_department","tt0104860,tt0114787,tt7791188,tt0808339"
nm1265783,Ana Franic,1981,\N,"actress,soundtrack","tt1105714,tt0368689,tt1908027,tt0926213"
nm0681547,Michael Piccirilli,1971,\N,"actor,camera_department,producer","tt1054479,tt0094481,tt3748354,tt0857376"
nm0960104,Tim Seyfi,1971,\N,"actor,producer,soundtrack","tt0347048,tt7985704,tt5952634,tt10075318"
nm1027847,Samaire Armstrong,1980,\N,"actress,soundtrack,director","tt0482527,tt0362359,tt0397078,tt0441796"
nm0377034,Brad William Henke,1966,2022,"actor,director,writer","tt1024715,tt0415978,tt1663662,tt2713180"
nm0340973,Jon Gries,1957,\N,"actor,soundtrack,producer","tt0327850,tt0113161,tt0374900,tt0119654"
nm1109334,Oscar H. Guerrero,\N,\N,"actor,stunts","tt1314285,tt1377310,tt2101570,tt3202890"
nm0536095,Benoît Magimel,1974,\N,actor,"tt0254686,tt0118100,tt13702796,tt0337103"
nm0000872,Patrick Bauchau,\N,\N,"actor,writer,producer","tt0319969,tt0115320,tt0090264,tt0258000"
nm0202262,Jordi Dauder,1938,2011,"actor,miscellaneous","tt0140879,tt0100761,tt0985080,tt1206285"
nm0540354,Jean-Pierre Malo,1951,\N,actor,"tt0196256,tt0310203,tt0091556,tt0091982"
nm0180404,Clovis Cornillac,1967,\N,"actor,director,writer","tt0096332,tt0344510,tt1087842,tt0463872"
nm0189887,Marie-Josée Croze,1970,\N,actress,"tt0401383,tt0220627,tt0338135,tt0408306"
nm0721469,Dominique Reymond,1957,\N,actress,"tt0216689,tt6367558,tt0118201,tt3584576"
nm0384861,Stéphane Hillel,1955,\N,"actor,miscellaneous,producer","tt0080044,tt0926763,tt0076960,tt0078018"
nm0100460,Koen De Bouw,1964,\N,actor,"tt10360862,tt3390892,tt3681610,tt3823996"
nm0670350,Filip Peeters,1962,\N,"actor,stunts,director","tt0318259,tt0806910,tt0926762,tt0473492"
nm0774386,Matthias Schoenaerts,1977,\N,"actor,producer,director","tt0810819,tt2873282,tt2053425,tt1821593"
nm0888652,Bruno Vanden Broecke,1974,\N,"actor,director,writer","tt0454024,tt9471842,tt0926762,tt1827042"
nm0303826,Jacques Gamblin,1957,\N,"actor,writer","tt0167926,tt0269461,tt0462667,tt1646974"
nm0951456,Zabou Breitman,1959,\N,"actress,director,writer","tt7534102,tt3600588,tt0259440,tt0087903"
nm1918862,Déborah François,1987,\N,"actress,writer,director","tt0487503,tt0926759,tt2070776,tt0456396"
nm0343082,Marc-André Grondin,1984,\N,"actor,producer,miscellaneous","tt0401085,tt1456635,tt0926759,tt2032388"
nm0049395,Nandamuri Balakrishna,1960,\N,"actor,producer,director","tt1582604,tt5832544,tt1575640,tt11773378"
nm0801264,Simran,1976,\N,"actress,soundtrack","tt0312859,tt0368400,tt9263550,tt8959820"
nm2011932,Anushka Shetty,1981,\N,actress,"tt4849438,tt1361809,tt6727296,tt2631186"
nm1651315,Priyanka Kothari,1983,\N,actress,"tt0473310,tt28219502,tt1579697,tt0432047"
nm2485439,Andrea Iaia,\N,\N,actor,"tt1517805,tt5186860,tt0928124,tt1899285"
nm0884891,Anna Valle,1975,\N,actress,"tt0928124,tt0469792,tt0340529,tt0335644"
nm0781915,Paolo Seganti,1965,\N,"actor,producer,soundtrack","tt0048845,tt0306685,tt0224902,tt0119488"
nm0949350,Burt Young,1940,2023,"actor,writer,soundtrack","tt0075148,tt1606392,tt0071315"
nm0205423,Sammi Davis,1964,\N,"actress,camera_department,producer","tt0093771,tt0101121,tt0113101,tt0928363"
nm0512455,Jon Lindstrom,\N,\N,"actor,producer,writer","tt2356777,tt0056758,tt3502248,tt0417001"
nm1502206,Jake Bern,1979,\N,"actor,producer,writer","tt1720161,tt13351888,tt13482650,tt0368479"
nm1296548,Alex Weed,1980,\N,"actor,writer,producer","tt6470478,tt5164196,tt4254242,tt3501584"
nm0408238,Gianfelice Imparato,1956,\N,"actor,writer,soundtrack","tt0929425,tt1023490,tt10456804,tt1719496"
nm2992307,Salvatore Abbruzzese,\N,\N,actor,"tt1260667,tt0929425"
nm0785842,Toni Servillo,1959,\N,"actor,miscellaneous,soundtrack","tt12680684,tt0398883,tt1023490,tt2358891"
nm3013376,Simone Sacchettino,\N,\N,actor,"tt5825974,tt0929425"
nm0991466,Peter-Henry Arnatsiaq,\N,\N,"actor,miscellaneous","tt0285441,tt0929259,tt0337721,tt3321144"
nm0993082,Madeline Ivalu,\N,\N,"actress,producer,director","tt10805028,tt0929259,tt5083112,tt3321144"
nm2411103,Paul-Dylan Ivalu,\N,\N,actor,"tt0478366,tt0929259,tt6045752"
nm1150587,Mary Qulitalik,\N,\N,"actress,costume_designer,miscellaneous","tt0473426,tt0478366,tt0285441,tt0929259"
nm0000457,John Hurt,1940,2017,"actor,soundtrack","tt0087803,tt0077928,tt0078748,tt0080678"
nm0852965,Noah Taylor,1969,\N,"actor,soundtrack,script_department","tt0362270,tt0117631,tt2397535,tt0181875"
nm0914455,Leonor Watling,1975,\N,"actress,soundtrack,director","tt0488604,tt0314412,tt0306432,tt0287467"
nm0751085,Clive Russell,1945,\N,"actor,soundtrack","tt0115288,tt0780653,tt0988045,tt0349683"
nm0783077,Cosmin Selesi,1977,\N,"actor,producer","tt1975249,tt0270868,tt0929792,tt13072060"
nm2486857,Aliona Munteanu,\N,\N,actress,"tt5835200,tt3713564,tt1534993,tt3828496"
nm0890632,Andi Vasluianu,1974,\N,actor,"tt3721772,tt0270868,tt0819895,tt0449573"
nm0025557,Doru Ana,1954,2022,"actor,producer","tt1032846,tt5131472,tt0110153,tt2128599"
nm2339116,Kaya Akkaya,1980,\N,actor,"tt3142872,tt5151004,tt0981352,tt6942048"
nm2712633,Ege Ardic,1996,\N,actor,"tt0929273,tt2024922"
nm1867472,Devrim Atmaca,1970,\N,"actress,assistant_director","tt0929273,tt1831164,tt1286142,tt8172090"
nm2604193,Genco Caglar,1979,\N,actor,"tt5574808,tt3261020,tt0929273"
nm0060584,Othon Bastos,1933,\N,"actor,sound_department","tt0263124,tt0185714,tt8972568,tt0058006"
nm0266917,Priscila Fantin,1983,\N,"actress,producer","tt0476078,tt3121734,tt0929784,tt0288401"
nm2217958,Cristiane Ferreira,\N,\N,"actress,soundtrack","tt0929784,tt3807222,tt5859458,tt0457076"
nm0604335,Nanni Moretti,1953,\N,"producer,writer,director","tt0109382,tt0098055,tt0208990,tt1456472"
nm0000420,Valeria Golino,1965,\N,"actress,director,producer","tt8613070,tt0107144,tt0102059,tt0095953"
nm0274088,Isabella Ferrari,1964,\N,"actress,producer","tt1056067,tt2358891,tt0929412,tt0325011"
nm0309348,Alessandro Gassmann,1965,\N,"actor,writer,director","tt2381293,tt15229674,tt0388482,tt12593218"
nm0574561,Gerard McSorley,1950,\N,actor,"tt0408056,tt0117039,tt0387131,tt0280491"
nm0288869,Anthony Fox,\N,\N,"actor,producer,writer","tt14949302,tt0120706,tt0929730,tt0155436"
nm1931306,Laura Way,\N,\N,"director,actress,producer","tt3237164,tt0373908,tt1462898,tt1139319"
nm2214760,Andy Smith,\N,\N,actor,"tt0459448,tt0929730,tt0396570"
nm0001376,Isabelle Huppert,1953,\N,"actress,soundtrack,music_department","tt3716530,tt0254686,tt0283832,tt4120176"
nm0880484,Gaspard Ulliel,1984,2022,"actor,soundtrack","tt4645368,tt0367959,tt0344510,tt0401711"
nm2793591,Astrid Bergès-Frisbey,1986,\N,actress,"tt9742794,tt1298650,tt2884206,tt1972591"
nm3123752,Randal Douc,\N,\N,actor,"tt5821400,tt2852470,tt1570540,tt0931285"
nm0256660,Erhan Emre,1978,\N,"actor,writer,producer","tt10468030,tt0446513,tt1077223,tt3627776"
nm2956142,Lida Zakaryan,\N,\N,actress,"tt6033780,tt0935101"
nm2656035,Kurt Ipekkaya,1995,\N,"actor,editor","tt0935101,tt5760794"
nm0059370,Mira Bartuschek,1978,\N,actress,"tt1650427,tt0896681,tt0935101,tt0215681"
nm0063440,Adam Beach,1972,\N,"actor,producer,miscellaneous","tt0245562,tt0418689,tt0245686,tt0409847"
nm0001987,Tantoo Cardinal,1950,\N,"actress,director,producer","tt1646225,tt5362988,tt0099348,tt5537002"
nm0177896,Bradley Cooper,1975,\N,"actor,producer,soundtrack","tt1045658,tt2179136,tt1517451,tt1800241"
nm0510022,Georgina Lightning,1963,\N,"actress,producer,director","tt0932669,tt0425063,tt0309150,tt11187454"
nm0411857,Gregory Itzin,1948,2022,actor,"tt0285331,tt0120669,tt0897361,tt0080339"
nm1553955,Hrach Titizian,1979,\N,"actor,producer,director","tt7587890,tt1796960,tt3502248,tt6111130"
nm1659348,Lauren Cohan,1982,\N,"actress,producer,soundtrack","tt4560436,tt0402894,tt1520211,tt3882082"
nm1193694,Johnny Asuncion,\N,\N,"actor,producer,director","tt3164896,tt1323552,tt0934840,tt0347719"
nm0752436,Blanchard Ryan,\N,\N,actress,"tt1595859,tt2372162,tt0374102,tt0486551"
nm0050737,Edoardo Ballerini,\N,\N,"actor,producer,director","tt0141842,tt0229340,tt0979432,tt2980696"
nm2393583,Allen Boudreaux,\N,\N,actor,"tt4145384,tt0421715,tt0790636,tt1028576"
nm2582954,Beth Burvant,1970,\N,"actress,miscellaneous,producer","tt0450405,tt1146438,tt1045772,tt6122480"
nm0001780,Peter Stormare,1953,\N,"actor,writer,producer","tt0360486,tt0355295,tt0116282,tt0120591"
nm2641712,Robin Lundberg,\N,\N,"actor,miscellaneous","tt5991312,tt2315558,tt0937378,tt2184211"
nm0214725,Rolf Degerlund,1952,\N,actor,"tt6623682,tt1343097,tt1634549,tt0185112"
nm0217486,Marie Delleskog,1957,\N,actress,"tt0087677,tt1846197,tt1067733,tt0937378"
nm2294582,Avalon Barrie,\N,\N,"actress,miscellaneous","tt0937373,tt1343077,tt2451076,tt0955386"
nm2458699,Todd Soley,\N,\N,"actor,stunts,miscellaneous","tt0120647,tt12497042,tt0141098,tt3569570"
nm2508290,Lyudmila Shiryaeva,1981,\N,actress,"tt0192936,tt0965390,tt0937373,tt1210363"
nm0836273,Bogdan Stupka,1941,2012,actor,"tt1210361,tt1242457,tt0416292,tt0403579"
nm3200225,Tamás Ravasz,\N,\N,actor,"tt4026044,tt5579720,tt3013666,tt0143558"
nm0220729,János Derzsi,1954,\N,actor,"tt0373981,tt1316540,tt0141874,tt2844798"
nm0619430,Andrea Nagy,\N,\N,actress,"tt0143558,tt0303447,tt0117791"
nm0879436,Barnabás Tóth,1977,\N,"director,actor,writer","tt0884209,tt8089288,tt9081558,tt2607316"
nm0080077,Bezerédi Zoltán,1955,\N,"actor,director","tt0078868,tt0128888,tt0111953,tt0426273"
nm2457497,Levente Molnár,1981,\N,actor,"tt0929262,tt4599252,tt0153140,tt1940139"
nm2510515,Linda Lisztes,\N,\N,"assistant_director,actress,miscellaneous","tt0153140,tt9081558,tt4684266,tt20420740"
nm0025630,Vikas Anand,\N,\N,"actor,writer","tt0109555,tt0151206,tt0073707,tt0099953"
nm0451307,Saif Ali Khan,1970,\N,"actor,producer,soundtrack","tt0378072,tt0292490,tt0347304,tt0488414"
nm0013158,Atul Agnihotri,1970,\N,"actor,producer,director","tt1087856,tt7721800,tt0396563,tt1729637"
nm0080324,Pooja Bhatt,1972,\N,"actress,producer,director","tt0399942,tt0156985,tt0211126,tt0205445"
nm0790554,Sheeba Agarwal,1970,\N,"actress,music_department,producer","tt14993250,tt0254481,tt0395668,tt0318275"
nm0911662,Ken Ward,1972,\N,actor,"tt0254832,tt0357848,tt0221728,tt0489244"
nm0444891,Darlene Conte,\N,\N,"miscellaneous,actress,producer","tt0413573,tt0254832,tt1533021,tt0316654"
nm0824182,Jeff Stearns,1977,\N,"actor,producer,writer","tt2432570,tt1323592,tt2542310,tt0112112"
nm0091136,Katherine Boecher,1981,\N,"actress,assistant_director,producer","tt0460681,tt1273678,tt0275022,tt0876233"
nm1142090,Melissa McHenry,\N,\N,actress,tt0311698
nm1143602,Mark Strohman,1965,\N,"actor,casting_department,producer","tt0311698,tt1959546,tt2710368,tt5605512"
nm0266824,Dakota Fanning,1994,\N,"actress,producer,soundtrack","tt0416212,tt0407304,tt0277027,tt0328107"
nm0000159,Teri Hatcher,1964,\N,"actress,soundtrack,writer","tt0410975,tt0227538,tt0327597,tt0120347"
nm1894655,John Hodgman,1971,\N,"actor,writer,director","tt0327597,tt1058017,tt0871426,tt1334512"
nm0766837,Jennifer Saunders,1958,\N,"actress,writer,soundtrack","tt2293640,tt0298148,tt2112096,tt0105929"
nm0592801,Smriti Mishra,\N,\N,actress,"tt0461258,tt0116687,tt0255713,tt0286942"
nm1068905,Namrata Singh Gujral,\N,\N,"actress,director,producer","tt1971310,tt0485185,tt2225858,tt1489877"
nm1287281,Amit Garg,\N,\N,"actor,producer","tt1625331,tt0344074"
nm1288068,Rupinder Nagra,\N,\N,"actor,producer","tt2048770,tt0907674,tt6405126,tt1185442"
nm0925220,Michael Jai White,1967,\N,"actor,writer,producer","tt0468569,tt0120177,tt1190536,tt0346631"
nm0001696,Julian Sands,1958,2023,"actor,assistant_director,soundtrack","tt0102511,tt0288045,tt0098622,tt0091867"
nm0907708,Eamonn Walker,1962,\N,"actor,soundtrack","tt0217869,tt0399295,tt0118421,tt0346631"
nm0002364,Dante Basco,1975,\N,"actor,producer,writer","tt2139965,tt0179116,tt0446046,tt0102057"
nm0000093,Brad Pitt,1963,\N,"producer,actor,soundtrack","tt1210166,tt0114746,tt0137523,tt0356910"
nm1208167,Diane Kruger,1976,\N,"actress,producer,camera_department","tt0361748,tt5723272,tt0368891,tt1401152"
nm0744834,Eli Roth,\N,\N,"producer,writer,actor","tt0361748,tt4978420,tt1448754,tt0450278"
nm0491259,Mélanie Laurent,1983,\N,"actress,director,writer","tt1532503,tt6341832,tt1670345,tt0361748"
nm0000139,Cameron Diaz,1972,\N,"actress,producer,soundtrack","tt0119738,tt0129387,tt0160127,tt0259711"
nm0005188,James Marsden,1973,\N,"actor,soundtrack","tt0461770,tt0427327,tt0988595,tt0120903"
nm0001449,Frank Langella,1938,\N,"actor,soundtrack,producer","tt0362478,tt1990314,tt1070874,tt0870111"
nm0714310,James Rebhorn,1948,2014,actor,"tt0134119,tt0116629,tt0105323,tt0119174"
nm0001264,Sarah Michelle Gellar,1977,\N,"actress,producer,soundtrack","tt0119345,tt0118276,tt0267913,tt0139134"
nm1195855,Lee Pace,1979,\N,"actor,soundtrack","tt0343737,tt0460791,tt1170358,tt2015381"
nm0484678,Michael Landes,\N,\N,"actor,producer","tt5663062,tt13111040,tt0309593,tt11083696"
nm0637259,Tuva Novotny,1979,\N,"actress,director,writer","tt1711386,tt0879870,tt2798920,tt8125842"
nm1192254,Maggie Grace,1983,\N,"actress,soundtrack,producer","tt0411008,tt0936501,tt3743822,tt0904208"
nm0245705,Danny Dyer,1977,\N,"actor,soundtrack","tt0088512,tt0385705,tt0188674,tt0464196"
nm0455057,Matt King,1968,\N,"actor,writer,producer","tt0387764,tt0374853,tt1032755,tt1172570"
nm0662511,Nathaniel Parker,1962,\N,"actor,producer","tt4244994,tt0338094,tt9062784,tt0988820"
nm0383603,Freddie Highmore,1992,\N,"actor,producer,director","tt0308644,tt0367594,tt1645080,tt2188671"
nm0000115,Nicolas Cage,1964,\N,"actor,producer,soundtrack","tt0435705,tt0113627,tt0117500,tt0119094"
nm0068338,Kristen Bell,1980,\N,"actress,producer,soundtrack","tt0412253,tt2294629,tt2771372,tt4520988"
nm0000234,Charlize Theron,1975,\N,"producer,actress,soundtrack","tt1392190,tt5610554,tt0340855,tt1735898"
nm1702997,Travis Walck,1978,\N,actor,"tt1227170,tt1586525,tt8806524,tt0364955"
nm1640366,Brittany Krall,\N,\N,"actress,editorial_department,production_manager","tt0408351,tt1056319,tt0374536,tt0472954"
nm0745391,Terence J. Rotolo,1966,\N,"stunts,actor,miscellaneous","tt0837114,tt0277296,tt0327850,tt2087729"
nm1842903,Thomas James O'Leary,1956,\N,actor,"tt0044265,tt0056758,tt0065272,tt0312172"
nm0001838,Rachel Weisz,1970,\N,"actress,producer,soundtrack","tt0387131,tt6108178,tt3312830,tt3464902"
nm0000242,Mark Wahlberg,1971,\N,"producer,actor,soundtrack","tt0407887,tt0964517,tt0118749,tt1637725"
nm1519680,Saoirse Ronan,1994,\N,"actress,soundtrack,producer","tt0993842,tt2381111,tt0783233,tt0380510"
nm0000215,Susan Sarandon,1946,\N,"actress,producer,soundtrack","tt0120686,tt0109446,tt0103074,tt0112818"
nm1460787,Henry Dittman,\N,\N,"actor,sound_department,producer","tt4280606,tt3487356,tt10487072,tt0804503"
nm0730959,Conrad Roberts,\N,\N,actor,"tt0277296,tt0120746,tt0096071,tt0091557"
nm0806500,Mews Small,1942,\N,"actress,soundtrack,writer","tt0070707,tt0125664,tt0073486,tt0176357"
nm0397555,Rance Howard,1928,2017,"actor,writer,producer","tt0105698,tt0104231,tt1821549,tt0841046"
nm2504006,Max Records,1997,\N,"actor,soundtrack","tt0386117,tt4303340,tt1366344,tt0844286"
nm0001573,Catherine O'Hara,1954,\N,"actress,writer,producer","tt0472160,tt0310281,tt0218839,tt1142977"
nm0001845,Forest Whitaker,1961,\N,"actor,producer,director","tt1825683,tt1327773,tt0455590,tt0185183"
nm2589551,Pepita Emmerichs,\N,\N,actress,"tt1364465,tt0108709,tt0386117,tt1924383"
nm1984969,Loïc Peckels,\N,\N,actor,"tt0405022,tt0468834"
